PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,Delinquency_Group
11591,42.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,8,5,8,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2.0,0.0,0.0,Married,SSC,32,M,16593,57,1.0,0.0,0.876,0,0,0.0,0.0,0.0,0.0,0.011,0,0,others,others,707,P1,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,0,0,0,0,1,1,1,63,10,No Delinquency
11592,974.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,43.0,1.0,1.0,1.0,Married,12TH,36,M,17000,30,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,PL,688,P2,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,1,1,72,36,No Delinquency
11593,86.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,71.0,7.0,6.0,3.0,Single,GRADUATE,34,M,25000,245,1.0,0.6,0.832,0,1,1.0,0.0,1.0,0.0,4.036,0,0,others,others,663,P3,6,0,6,3,0,0.5,0.0,1.0,0.0,5,0,0.833,0.0,1,0,0,3,0,0,1,2,4,2,15,2,No Delinquency
11594,67.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,Married,SSC,33,M,35000,106,1.0,0.0,0.885,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,AL,AL,685,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,18,18,No Delinquency
11595,154.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,1.0,1.0,Married,POST-GRADUATE,27,M,15000,152,1.0,0.0,0.522,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,ConsumerLoan,others,676,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,15,15,No Delinquency
11596,63.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,6.0,Single,12TH,27,M,30000,88,0.5,0.5,0.431,0,0,0.0,0.0,0.0,0.0,1.283,0,0,ConsumerLoan,AL,645,P4,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,0,0,0,2,0,0,0,0,2,0,12,5,No Delinquency
11597,17.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,34,5,11,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,12TH,31,M,35000,71,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.066,0,0,others,others,690,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,54,54,No Delinquency
11598,64.0,23.0,6.0,3,58,0,1,1,0.0,26.0,2,0,7,4,7,0,0,0,0,0,0,0,0,0,26,20.0,5.0,1.0,4.0,4.0,1.0,1.0,85.0,11.0,4.0,2.0,Married,12TH,29,M,20000,37,0.529,0.667,0.844,1,1,1.0,0.25,0.25,0.2,19.219,1,0,ConsumerLoan,AL,672,P2,17,8,9,6,1,0.353,0.059,0.529,0.471,9,1,0.529,0.059,0,2,2,7,4,0,1,6,11,1,61,3,Medium (3-5)
11599,103.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,17,4,10,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,SSC,30,M,20000,81,1.0,0.0,1.037,0,0,0.0,0.0,0.0,0.0,1.4,0,0,others,others,687,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,18,18,No Delinquency
11600,162.0,32.0,16.0,2,23,0,0,0,0.0,0.0,0,0,47,7,17,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,1.0,1.0,0.0,Married,SSC,43,M,40000,120,0.25,1.0,0.978,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,689,P2,8,6,2,2,2,0.25,0.25,0.25,0.75,2,2,0.25,0.25,2,2,0,0,3,0,0,8,0,3,43,5,Low (1-2)
11601,46.0,4.0,4.0,1,2,1,1,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,1.0,0.0,0.0,Single,12TH,21,M,12000,54,1.0,0.0,0.807,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,679,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,11,11,Low (1-2)
11602,258.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,0.0,0.0,Married,12TH,39,M,27000,214,0.091,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.022,1,0,CC,CC,707,P1,11,10,1,0,0,0.0,0.0,0.091,0.909,1,0,0.091,0.0,0,0,1,0,10,0,0,10,1,0,77,10,No Delinquency
11603,44.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,11.0,6.0,Single,SSC,32,M,23000,248,1.0,1.0,0.597,0,0,0.0,0.0,0.0,0.0,0.804,0,0,ConsumerLoan,others,648,P4,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5,No Delinquency
11604,72.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,0.0,0.0,0.0,Single,POST-GRADUATE,24,M,15400,17,1.0,0.0,0.373,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,691,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,20,20,No Delinquency
11605,62.0,11.0,11.0,1,90,0,1,1,0.0,90.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90,68.0,17.0,2.0,2.0,7.0,6.0,6.0,16.0,19.0,14.0,7.0,Married,GRADUATE,55,M,30000,125,0.52,0.0,0.695,1,0,1.0,1.0,0.857,0.118,18.537,1,1,others,CC,659,P3,25,12,13,0,0,0.0,0.0,0.52,0.48,1,2,0.04,0.08,0,12,3,2,2,1,0,19,6,5,142,11,Low (1-2)
11606,72.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,SSC,30,M,20000,57,1.0,0.5,0.952,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,680,P2,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,1,0,0,1,0,0,2,0,0,9,6,No Delinquency
11607,1180.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,12TH,36,F,20000,71,0.5,0.0,1.01,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,689,P2,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,1,0,0,2,0,1,60,39,No Delinquency
11608,52.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,904.0,0.0,0.0,0.0,Single,GRADUATE,24,M,15000,44,1.0,0.0,0.089,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,684,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,30,30,No Delinquency
11609,70.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2531.0,0.0,0.0,0.0,Married,GRADUATE,36,F,28000,136,0.333,1.0,1.013,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,HL,HL,709,P1,3,2,1,2,1,0.667,0.333,0.333,0.667,2,2,0.667,0.667,1,0,0,0,0,0,0,3,0,3,18,2,No Delinquency
11610,16.0,16.0,16.0,1,15,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,Single,12TH,22,M,18000,68,1.0,0.0,0.542,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,ConsumerLoan,others,661,P3,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,0,0,0,0,0,0,3,0,3,20,8,Low (1-2)
11611,68.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,54,6,17,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,1.0,0.0,0.0,Married,UNDER GRADUATE,51,M,45000,388,0.455,0.25,0.952,0,0,0.0,0.0,0.0,0.0,0.369,1,0,others,others,705,P1,11,6,5,1,1,0.091,0.091,0.455,0.545,4,2,0.364,0.182,1,0,0,1,1,0,0,9,2,9,50,5,No Delinquency
11612,52.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,31.0,3.0,2.0,1.0,Single,GRADUATE,32,M,32790,42,0.4,0.5,0.714,0,0,1.0,0.0,1.0,0.0,0.411,1,0,ConsumerLoan,others,688,P2,5,3,2,1,0,0.2,0.0,0.4,0.6,2,0,0.4,0.0,0,1,0,1,2,0,0,4,1,1,95,5,No Delinquency
11613,216.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,21,5,11,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,657.0,0.0,0.0,0.0,Married,GRADUATE,30,M,41000,80,0.5,0.0,1.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,CC,ConsumerLoan,701,P3,4,2,2,0,0,0.0,0.0,0.5,0.5,2,1,0.5,0.25,1,0,0,0,3,0,0,3,1,1,41,7,No Delinquency
11614,54.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,33.0,2.0,2.0,2.0,Married,12TH,36,M,23000,222,0.833,0.0,0.339,0,0,1.0,0.0,1.0,0.0,2.165,1,0,PL,ConsumerLoan,680,P2,6,1,5,0,0,0.0,0.0,0.833,0.167,2,0,0.333,0.0,1,0,0,3,1,0,0,1,5,2,52,7,No Delinquency
11615,155.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,27,1,7,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,Married,OTHERS,36,M,10000,54,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,ConsumerLoan,others,688,P2,2,2,0,0,1,0.0,0.5,0.0,1.0,0,1,0.0,0.5,0,1,0,1,0,0,0,1,1,0,36,19,No Delinquency
11616,74.0,31.0,6.0,15,23,0,6,6,0.0,26.0,4,1,13,1,7,0,0,0,0,0,0,0,0,0,23,4.0,0.0,0.0,0.0,2.0,1.0,1.0,13.0,3.0,2.0,1.0,Married,GRADUATE,26,M,10000,62,0.333,1.0,0.955,0,1,1.0,0.0,0.5,0.0,15.0,0,0,others,PL,659,P3,3,2,1,1,1,0.333,0.333,0.333,0.667,1,2,0.333,0.667,0,1,0,0,0,0,2,1,2,0,32,5,High (5+)
11617,117.0,22.0,22.0,1,26,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,4.0,3.0,Married,SSC,31,M,20000,54,1.0,1.0,0.545,0,0,0.0,0.0,0.0,0.0,3.3,0,0,ConsumerLoan,ConsumerLoan,653,P4,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,2,0,0,0,0,2,0,43,4,Low (1-2)
11618,132.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,0.0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,0.0,0.0,0.0,Married,GRADUATE,50,M,18000,38,1.0,0.0,0.723,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,697,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,18,18,No Delinquency
11619,66.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,3.0,0.0,0.0,Married,GRADUATE,33,F,15000,82,1.0,0.0,0.786,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,693,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,12,12,No Delinquency
11620,113.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,1.0,0.0,0.0,Married,SSC,25,M,25000,78,1.0,0.0,0.793,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,680,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10,10,No Delinquency
11621,25.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,11.0,2.0,1.0,1.0,Married,GRADUATE,33,M,23500,62,0.667,1.0,0.246,1,1,1.0,0.0,0.333,0.0,3.404,0,0,PL,PL,674,P2,3,1,2,1,0,0.333,0.0,0.667,0.333,1,0,0.333,0.0,0,0,1,1,0,0,1,0,3,0,28,4,No Delinquency
11622,30.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.0,0.0,0.0,5.0,5.0,5.0,15.0,11.0,11.0,10.0,Single,GRADUATE,23,M,17500,45,1.0,1.0,0.345,0,0,1.0,0.0,1.0,0.0,0.369,0,0,PL,ConsumerLoan,628,P4,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5,No Delinquency
11623,69.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,Single,12TH,29,M,13000,244,1.0,0.0,0.349,1,0,0.0,0.0,0.0,0.0,4.632,0,0,CC,CC,682,P2,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,2,0,26,16,No Delinquency
11624,45.0,25.0,3.0,3,82,2,2,0,11.0,11.0,1,1,59,15,27,0,0,0,0,0,0,0,0,0,11,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,UNDER GRADUATE,32,M,24000,77,0.25,0.667,0.606,0,0,0.0,0.0,0.0,0.0,2.083,1,0,others,others,733,P1,16,12,4,2,1,0.125,0.062,0.25,0.75,3,1,0.188,0.062,2,0,0,0,14,0,0,15,1,2,117,4,Medium (3-5)
11625,249.46359868211286,35.0,27.0,8,180,0,0,0,4.841127815637518,9.20649812364211,8,8,0,0,0,0,0,0,0,0,0,0,0,0,180,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,12TH,37,M,30000,188,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,653,P4,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,82,82,High (5+)
11626,67.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,1.0,0.0,0.0,Married,12TH,29,M,30000,38,1.0,0.0,0.083,0,0,0.0,0.0,0.0,0.0,0.733,0,0,others,others,684,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,9,9,No Delinquency
11627,38.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2.0,2.0,1.0,Single,GRADUATE,25,M,45000,54,1.0,1.0,0.78,0,0,0.0,0.0,0.0,0.0,0.953,0,0,others,ConsumerLoan,666,P3,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,2,0,0,0,0,2,0,3,2,No Delinquency
11628,221.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,SSC,30,M,25000,155,0.3,0.0,1.065,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,688,P2,10,7,3,0,0,0.0,0.0,0.3,0.7,2,3,0.2,0.3,2,0,0,0,8,0,0,8,2,2,68,7,No Delinquency
11629,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,Married,12TH,30,M,25000,77,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,ConsumerLoan,others,674,P2,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,1,No Delinquency
11630,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,94.0,2.0,2.0,0.0,Single,12TH,21,M,60000,244,1.0,1.0,1.0,0,0,1.0,0.0,1.0,0.0,38.66423535052205,0,0,PL,others,675,P2,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,4,4,No Delinquency
11631,61.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,109.0,6.0,2.0,0.0,Single,12TH,25,M,15000,54,1.0,0.667,0.825,0,0,1.0,0.5,1.0,0.5,0.666,1,0,CC,others,668,P3,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,0,1,0,1,1,0,0,2,1,0,8,4,No Delinquency
11632,46.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,8,5,8,0,0,0,0,0,0,0,0,0,0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,2.0,Married,OTHERS,41,M,30000,240,0.556,0.333,0.929,1,0,0.0,0.0,0.0,0.0,2.585,0,0,others,AL,700,P2,9,4,5,1,0,0.111,0.0,0.556,0.444,3,0,0.333,0.0,2,2,1,0,0,0,0,6,3,6,86,5,No Delinquency
11633,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,Single,UNDER GRADUATE,23,F,42500,275,1.0,1.0,0.0,1,0,0.0,0.5,0.0,0.5,0.0,0,0,others,CC,666,P3,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,1,1,No Delinquency
11634,78.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,2.0,0.0,0.0,Married,OTHERS,24,M,40000,131,0.5,0.0,0.955,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,689,P2,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,1,0,0,0,0,0,2,0,1,13,8,No Delinquency
11635,60.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,15.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,Single,12TH,35,M,19000,38,0.333,1.0,0.512,0,0,1.0,0.0,0.5,0.0,2.721,1,0,PL,PL,680,P2,6,4,2,1,0,0.167,0.0,0.333,0.667,1,0,0.167,0.0,0,2,0,2,2,0,0,4,2,0,88,2,No Delinquency
11636,67.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,GRADUATE,27,M,33500,63,1.0,0.0,0.185,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,684,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,34,34,No Delinquency
11637,59.0,15.0,6.0,7,11,0,3,3,0.0,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,Married,GRADUATE,32,M,21000,141,0.5,0.0,0.701,0,1,0.0,0.0,0.0,0.0,17.339,0,0,ConsumerLoan,others,712,P1,8,4,4,0,1,0.0,0.125,0.5,0.5,0,1,0.0,0.125,0,3,0,3,0,0,1,3,5,1,170,14,High (5+)
11638,59.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,113.0,3.0,3.0,0.0,Married,12TH,21,M,33000,76,1.0,1.0,0.901,1,0,0.0,1.0,0.0,1.0,0.228,0,0,CC,others,670,P2,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,0,1,1,0,0,0,0,1,1,0,5,4,No Delinquency
11639,327.0,35.0,26.0,9,390,0,0,0,4.841127815637518,0.0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,390,2.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,1.0,1.0,0.0,Married,GRADUATE,34,M,50000,86,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,681,P2,7,7,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.143,0,1,0,0,5,0,0,7,0,1,107,18,High (5+)
